,uid,isbn,rating
32577,213848,0425189031,7
32578,213848,0786889616,8
32581,213848,1565120094,5
32584,213857,0684842602,6
32587,213878,059509399X,10
32599,213921,184046237X,6
32600,213921,1840462450,7
32612,213973,0671250671,9
32613,213973,0316781142,8
32616,213999,0345342968,8
32618,214030,0061044571,4
32619,214032,0425184463,9
32620,214032,034540324X,9
32621,214034,0679450548,10
32622,214035,0671567829,10
32624,214041,0553565028,9
32629,214057,0441089348,8
32634,214112,0802130119,7
32636,214127,0385504209,10
32637,214127,0743230086,9
32638,214130,0722537379,8
32642,214151,0345342569,8
32645,214156,0446611913,7
32648,214176,0451207521,8
32657,214252,0451166892,9
32658,214253,0892815019,10
32659,214253,0892818786,10
32660,214253,0892819049,10
32661,214253,0919345557,10
32663,214263,0060392452,1
32664,214263,0743450175,7
32665,214290,0452281695,6
32668,214299,0399145362,6
32669,214301,0877017883,8
32693,214432,0449005844,10
32697,214478,0312291639,8
32703,214541,0684188716,10
32706,214550,0751522732,8
32713,214576,1569470448,8
32714,214588,0345353145,9
32715,214589,0140274154,10
32724,214663,039915079X,7
32733,214745,080503885X,6
32739,214822,0811804453,8
32744,214835,0345342968,8
32757,214868,0689717830,7
32766,214947,1853260010,7
32768,214948,0740706004,10
32777,215020,0345342968,10
32780,215020,0451203933,10
32782,215026,067976402X,8
32785,215051,0679741151,8
32789,215112,0553380281,6
32794,215149,0312195516,9
32800,215198,0385495757,8
32806,215237,0262691892,6
32810,215252,0440235782,8
32811,215267,0515117234,10
32814,215289,0446343455,7
32818,215297,0312195516,7
32821,215325,044022165X,5
32830,215384,0312278586,9
32836,215446,0345383249,7
32848,215561,0425179230,8
32849,215574,0441551327,8
32850,215574,0689833903,6
32870,215713,044023574X,8
32873,215733,0679721037,7
32874,215742,0802135234,5
32875,215751,0316876712,4
32876,215751,0747514100,5
32883,215796,0804114609,9
32887,215803,0380730138,7
32893,215820,0446610038,8
32899,215837,0140437347,9
32900,215848,0440213525,9
32901,215855,080411935X,7
32903,215861,0440379962,7
32906,215902,0875167233,7
32907,215903,0393317552,10
32909,215914,0595006841,9
32910,215918,0943734150,9
32914,215938,0679444815,8
32915,215948,0451203895,9
32919,215991,0805425500,6
32920,215996,0385505833,8
32923,216029,0671577786,7
32925,216037,0553569058,8
32926,216038,0670859117,8
32927,216040,0671001957,8
32952,216154,1567312497,8
32953,216154,0679785892,9
32954,216154,0517701790,7
32957,216160,0440211727,10
32963,216208,0425178102,8
32964,216214,044023722X,5
32974,216240,0590629808,10
32975,216244,0060931418,8
32976,216258,0452284295,3
32982,216291,0413537900,9
32983,216296,0312976755,6
32984,216298,0767915062,8
32985,216307,0590879979,10
32992,216349,074322423X,5
32993,216349,0786808551,8
32994,216350,0451527984,8
32998,216404,0962655104,8
32999,216416,0142000205,7
33001,216436,0156029987,8
33002,216436,0679731377,9
33010,216502,0375724370,8
33011,216516,0446606812,10
33013,216522,0525947647,10
33014,216538,0812930991,3
33016,216548,0452266564,5
33020,216576,0312278586,8
33021,216576,0312871880,6
33022,216576,076073030X,10
33023,216594,0553277472,9
33030,216619,0385503822,4
33031,216619,0156226006,8
33048,216725,0743467523,5
33049,216726,0345389409,6
33057,216839,1565120353,8
33068,216878,0553801279,7
33074,216915,0440236673,6
33078,216935,0142001740,10
33082,216948,0226791181,2
33089,216995,0804115613,8
33093,217014,0937274879,9
33109,217120,0679824111,10
33110,217120,0553211900,8
33114,217167,0440241073,8
33117,217198,0451410025,1
33119,217226,0689821867,9
33124,217269,038072118X,5
33127,217279,0312978367,3
33162,217397,0312291450,6
33163,217402,0452281679,8
33166,217414,0821729799,10
33167,217426,0380731851,8
33168,217427,0345384350,7
33178,217471,0553211404,10
33193,217563,034543448X,7
33210,217688,0060391626,7
33211,217693,155853086X,8
33221,217747,0743203631,8
33230,217842,0743418174,9
33235,217867,0805071377,3
33237,217868,140107877X,10
33242,217893,038079487X,7
33248,217922,1929001037,10
33254,217955,0312200390,8
33255,217955,0451627180,7
33256,217955,0374505322,9
33268,218004,044022179X,10
33272,218034,0515124206,7
33277,218053,039592720X,10
33279,218073,0140132708,10
33282,218085,0674953835,8
33287,218126,0316089699,7
33288,218128,044023722X,8
33289,218129,0312317441,9
33290,218133,0446600415,8
33293,218146,0679425268,7
33295,218151,0373250142,6
33296,218151,068483846X,7
33297,218151,0395741777,7
33298,218152,0312981589,8
33317,218266,0765304627,7
33325,218295,0373218397,6
33326,218306,0393318419,4
33334,218355,044023722X,7
33338,218358,0446604666,6
33340,218361,0140149074,7
33343,218380,0140373195,8
33344,218385,0671510053,7
33347,218405,0590483129,9
33357,218479,0330262130,9
33377,218549,1844262553,8
33379,218551,0590448188,5
33381,218562,0345443284,8
33386,218612,078692702X,6
33393,218661,0312878281,6
33398,218687,0446603589,6
33407,218719,0312195516,4
33408,218719,0670880728,6
33416,218740,0345340418,6
33419,218798,1842550942,6
33420,218798,0316816450,5
33421,218798,1842550969,8
33422,218809,067976402X,7
33428,218848,0385265700,9
33430,218848,0553296345,6
33431,218848,0192826646,8
33432,218848,0310973635,5
33433,218848,089870300X,9
33436,218866,0671510053,8
33439,218872,0385315236,7
33442,218919,0345353749,5
33443,218932,0060256672,8
33448,218973,1860463681,7
33451,218995,0345440064,4
33456,219055,0670894494,10
33457,219057,0142000205,8
33459,219064,055358264X,10
33473,219203,0345449347,6
33479,219236,0736905588,8
33480,219237,044022490X,6
33483,219263,0671678566,6
33489,219330,0890817383,5
33499,219391,0452282152,9
33506,219434,006092635X,6
33511,219475,0312291639,7
33516,219490,0425173534,5
33527,219569,1576734781,7
33528,219584,0385335350,10
33530,219594,0061000175,9
33537,219633,0618118780,8
33538,219641,0842373195,10
33539,219641,0739426486,10
33550,219694,038082101X,7
33551,219713,068484267X,5
33556,219741,0553802054,10
33557,219752,0971880107,7
33559,219796,067972902X,9
33565,219825,0553279912,9
33570,219829,0515134899,8
33576,219852,0385484518,10
33581,219892,1581346085,7
33583,219897,0380819546,6
33586,219909,1551665824,5
33588,219914,0394583434,4
33602,219953,0571201466,6
33611,219996,0060928336,10
33623,220074,0061032093,8
33625,220089,0425120279,7
33633,220147,0312195516,8
33636,220192,0553578693,9
33645,220311,0671027344,8
33646,220311,0140481346,9
33648,220324,0141439556,10
33653,220376,067173685X,8
33654,220376,0743428005,9
33658,220396,0679742298,7
33660,220410,0425163385,7
33661,220410,0679777547,8
33665,220417,1853261203,10
33667,220432,0142000205,9
33668,220441,067976402X,9
33679,220459,0312979479,8
33680,220470,0446516732,9
33681,220473,0679753796,9
33685,220499,0446350982,9
33686,220502,034545104X,3
33687,220502,0971181802,6
33692,220576,0590442597,6
33693,220576,0590212842,7
33697,220583,1560438487,8
33698,220583,0764223666,7
33700,220605,0394574745,5
33703,220613,0345378482,8
33704,220613,0399133453,5
33707,220622,0671519824,6
33711,220639,0312965788,8
33716,220648,0385507593,6
33719,220653,0743237188,9
33724,220682,0142003700,8
33725,220694,0449213773,2
33742,220838,155874262X,8
33745,220856,0451187369,4
33746,220877,0515136530,7
33747,220882,0671042556,10
33748,220882,0743439651,10
33753,220940,0802135226,8
33754,220940,0312982089,7
33755,220940,0563538333,5
33757,220959,0679721037,9
33758,220959,0967673747,10
33759,220971,0375414657,6
33761,220986,0553569791,7
33762,221001,0312978367,6
33764,221013,0962387983,10
33767,221051,0440111323,3
33768,221051,0451191706,7
33780,221133,1853260487,8
33782,221135,0446364193,7
33783,221135,0385474016,7
33788,221156,0553284355,7
33797,221254,0385333463,7
33799,221273,0552999458,7
33800,221280,0689824688,7
33803,221296,0864734263,7
33804,221299,0440237262,7
33810,221356,0151008116,8
33812,221369,0515130389,8
33813,221374,078686804X,8
33817,221434,0425166619,5
33824,221481,0440224071,5
33831,221537,0671027344,9
33832,221537,0345361792,6
33833,221537,0440124344,5
33834,221537,1740595939,7
33844,221639,0486406563,9
33847,221669,0312278586,7
33848,221669,0767915062,7
33866,221773,0142001724,9
33870,221790,0684801752,6
33875,221802,0064405176,8
33876,221802,0786889381,10
33879,221887,0553348981,9
33880,221887,037570924X,9
33882,221887,0345329821,9
33887,221901,1551666952,3
33894,221917,0380730138,8
33898,221929,0064402967,4
33912,221973,038082101X,5
33915,221999,0767902335,8
33917,222020,0440235596,10
33923,222060,0312439717,8
33924,222062,0345337662,10
33926,222080,0440224837,9
33927,222088,0425180050,6
33930,222112,0446604089,9
33940,222199,0140074457,8
33941,222248,0060514957,6
33945,222284,0385494246,7
33947,222301,0060953748,9
33954,222331,0451203933,8
33955,222348,0061097314,8
33956,222354,0451524829,9
33957,222354,0375500685,6
33964,222413,0812550919,5
33967,222491,0060514558,8
33968,222491,0609610821,10
33976,222520,0380804883,5
33985,222602,042511984X,8
33990,222644,044841709X,10
33992,222654,0385479565,9
33993,222657,0312195516,9
33994,222664,0671794248,7
33995,222664,0876051905,7
33996,222666,0553273914,7
34000,222727,0743417682,7
34001,222750,0553801589,8
34007,222786,0743431014,5
34013,222802,075730012X,10
34015,222802,1564147029,6
34020,222818,067189952X,5
34029,222831,0446604275,5
34033,222865,0964367580,9
34038,222880,0312272057,10
34040,222886,0752808753,9
34041,222897,0743403460,8
34045,222918,0486275639,7
34046,222918,0449217493,7
34047,222918,0671776509,7
34048,222918,0451627547,10
34050,222918,0801845882,8
34051,222918,0806510145,8
34053,222922,0385419287,5
34058,222931,0895557819,10
34059,222936,0813011442,5
34061,222948,0007110928,8
34076,223011,0140293248,8
34080,223050,0192832263,7
34085,223091,0971880107,7
34086,223095,0316781142,7
34094,223127,0874831180,5
34098,223152,0312278586,8
34103,223178,039592720X,8
34104,223186,0375758615,8
34108,223208,0312195516,7
34110,223224,0743467523,8
34113,223251,0553258672,7
34117,223290,0743422007,10
34118,223301,0064400859,5
34120,223306,0915556340,8
34122,223309,0807840165,5
34123,223333,1931391351,9
34126,223341,0884963799,10
34127,223341,0767906748,9
34128,223341,0743236874,7
34131,223354,0312421273,10
34133,223364,0316769487,7
34136,223368,0399141464,8
34138,223376,0440224810,8
34143,223448,1853261580,10
34149,223472,0060928336,7
34153,223482,0061092037,7
34154,223485,0786890088,8
34157,223510,0380789035,8
34160,223526,0060175400,8
34161,223526,0679447393,7
34163,223526,0375502238,8
34164,223526,0375758453,5
34173,223565,0812542835,5
34174,223565,0060092572,5
34175,223565,0671704656,8
34177,223575,0967967104,10
34180,223589,0152167889,7
34186,223598,0840769989,6
34189,223604,1586606336,8
34194,223624,0515135739,7
34196,223630,0061015725,5
34201,223640,0515125490,5
34209,223689,0440224624,8
34213,223694,0505521784,8
34214,223694,0312187777,9
34215,223694,0505522160,7
34216,223702,0374461554,10
34217,223706,0312965338,7
34220,223715,0575075589,4
34221,223715,0192880721,9
34243,223795,0345353145,7
34244,223802,0671705091,10
34250,223831,0875421318,8
34251,223851,0451458079,5
34261,223897,0671673688,7
34262,223897,0671867091,6
34267,223938,0609609343,5
34270,223950,0671729411,9
34272,223950,0345426258,8
34273,223951,0316293903,7
34280,223983,0451168615,9
34284,223997,0671601172,5
34285,223997,0029234905,6
34286,223997,0060164549,8
34287,223997,0385037244,6
34290,223997,0684191431,6
34291,223999,0553582364,9
34293,224023,0425155722,6
34296,224036,0609608444,9
34297,224036,0440241073,7
34298,224039,0373484003,9
34299,224039,0553571885,7
34300,224039,0553285785,8
34301,224039,0446609250,5
34314,224143,1844262553,8
34316,224172,0072121270,9
34319,224223,0449219461,8
34320,224224,1567312667,6
34348,224442,0806963379,8
34358,224538,0515132268,5
34361,224569,0811809935,7
34375,224672,0525451331,3
34376,224672,0525446044,10
34385,224738,1883642442,8
34391,224750,0140622063,8
34403,224854,1573223328,8
34405,224873,0399226907,10
34416,224980,0446400165,8
34447,225216,0609610031,8
34451,225255,0786868716,10
34454,225261,0312195516,10
34463,225305,0156004801,8
34473,225348,0316779423,8
34475,225353,0425179613,8
34486,225461,0446531332,7
34489,225468,0684832291,4
34491,225482,0440439884,8
34492,225486,0758201087,6
34493,225503,0380714590,8
34494,225504,0061092614,7
34502,225587,0156007754,8
34511,225626,0380732300,8
34513,225653,0671755064,9
34518,225704,0140442529,7
34519,225705,0786861347,5
34524,225730,0316769487,7
34527,225754,0451208765,4
34531,225774,0553579908,10
34533,225786,0451207521,8
34539,225826,0452280621,8
34543,225858,0913089257,5
34547,225899,0671872648,7
34548,225899,0671872680,7
34549,225899,067102308X,5
34551,225904,0802713726,9
34555,225953,0886771986,3
34557,225953,0586217681,2
34560,225997,0812551486,8
34561,225997,0786918071,8
34564,226011,0876057350,8
34565,226022,0971880107,7
34566,226032,0671510053,9
34568,226038,0886777542,10
34571,226067,0743411358,7
34575,226105,0590819755,8
34581,226147,0751517550,8
34582,226147,0552146803,6
34587,226200,1890096083,9
34588,226202,0375725784,3
34595,226241,0446364266,9
34601,226281,0553577387,7
34605,226300,0399523308,10
34607,226311,0767905202,10
34616,226418,0345443055,9
34620,226433,0786913886,7
34624,226453,0671744402,8
34625,226461,0486264734,6
34628,226493,0070064601,6
34641,226604,0552998982,8
34647,226611,0451200217,6
34648,226611,0505524899,8
34649,226636,0345276035,7
34650,226643,0446611085,9
34661,226689,0142001740,8
34663,226703,0316788228,8
34665,226715,075969155X,10
34666,226718,0786863986,3
34668,226746,0312195516,8
34673,226753,0806516380,8
34674,226761,0373195222,8
34678,226773,1586482181,9
34685,226828,0805059555,9
34689,226843,0671023918,8
34712,226981,0671027344,10
34718,227009,0767905385,9
34723,227055,0380789035,8
34724,227055,0842329129,10
34726,227055,0345415000,7
34740,227151,0449213765,8
34743,227169,0310205719,10
34744,227169,0553380281,5
34745,227180,0140622500,4
34748,227196,0688097480,10
34749,227221,0060175400,7
34751,227243,038547296X,7
34754,227277,0679457313,7
34755,227283,0312966970,8
34762,227305,0345417623,6
34766,227354,0671204971,10
34777,227410,0385336179,9
34781,227433,0395860296,7
34792,227515,0140106839,8
34798,227566,0816514402,6
34821,227745,0802139256,8
34825,227758,1573225517,9
34828,227780,0967375207,9
34829,227781,0684856476,8
34838,227801,0425152251,7
34840,227805,1550544683,8
34847,227855,0345361792,5
34850,227863,0743240855,5
34851,227876,0684857634,10
34858,227898,0812510992,6
34859,227898,0380711079,6
34860,227898,0804113882,6
34861,227898,1882770188,6
34862,227898,0380796147,6
34867,227939,0767905385,8
34869,227947,0590477382,5
34870,227953,0553053612,10
34873,227972,0452283442,8
34874,227972,0809240068,7
34878,228014,0786889535,9
34879,228016,1551665344,10
34882,228039,0345450744,7
34887,228053,055327872X,7
34891,228054,155166268X,6
34892,228061,0061065757,10
34895,228080,1853262102,8
34898,228110,0671034294,9
34901,228148,0399145923,7
34904,228155,0440224438,6
34905,228157,4770016905,6
34907,228168,0374371520,9
34908,228169,0375707972,6
34912,228188,0441005667,8
34913,228198,0380718340,7
34923,228254,0345313860,9
34935,228319,1558532765,8
34939,228334,0060977337,8
34942,228354,075969222X,10
34950,228432,0449911004,8
34951,228432,0385493800,8
34955,228449,0471095702,8
34959,228473,0061097314,7
34964,228492,0064470482,8
34967,228504,0446310786,9
34976,228547,0618055819,8
34983,228636,0380973545,7
34988,228696,0142000981,5
34989,228703,0395363179,6
34993,228743,0553295098,7
34995,228750,038097536X,9
34996,228784,0451458508,6
35004,228813,0385313667,8
35007,228820,0517149257,10
35009,228820,0060248025,10
35010,228820,0679454489,5
35013,228822,0967673739,8
35015,228837,0380789035,10
35043,228993,0449003795,9
35044,228993,0440241073,10
35046,229003,0679429220,7
35060,229020,0099771519,7
35061,229029,0609809997,8
35065,229067,031231616X,7
35072,229131,0684846357,7
35074,229146,0800757998,6
35075,229150,0743407865,8
35085,229212,0028639456,10
35086,229216,0380789019,9
35087,229227,0131774298,10
35092,229281,9507399097,10
35094,229291,014016930X,8
35098,229305,0394820371,8
35099,229305,0590213113,7
35108,229335,0440128994,8
35109,229335,0446602612,8
35110,229335,0786889624,7
35111,229335,0451203526,4
35112,229335,0385324081,7
35113,229335,0399148701,7
35122,229393,0425116840,8
35123,229393,0451521412,7
35125,229415,0440531241,7
35128,229440,0446310786,8
35129,229440,0439133068,9
35130,229446,0345404114,5
35140,229505,0440498058,7
35145,229560,0140277439,9
35156,229611,0345340906,8
35157,229611,0765303817,10
35158,229611,0373262833,8
35166,229627,0743439791,9
35167,229629,0060928336,7
35168,229633,0156007185,9
35170,229666,0679740678,5
35177,229686,0515125628,9
35178,229687,043935806X,9
35189,229735,0670827738,5
35192,229747,0812548345,5
35199,229770,0765342987,9
35200,229770,0425181103,8
35201,229770,0821769286,8
35203,229854,034525855X,7
35205,229877,0061099341,7
35208,229928,0515126098,6
35209,229972,0345413903,7
35213,230022,0451156609,3
35220,230072,0425179613,8
35222,230088,0345438825,5
